qtd,time_on,time_off,q264,q464,q750,q1264,q1864,q2564,withtoff,is_pc,is_mob
0.026316,0.042674,0.018783,0.0586,0.2092,0.0753,0.0628,0.0732,0.5209,1,0,1
0,0.098261,0,0.8377,0.0993,0.0629,0,0,0,0,1,0
0,0.006277,0,0.0625,0.0625,0.625,0.0625,0.0625,0.125,0,1,0
0,0.422192,0,0.5134,0.017,0.017,0.019,0.4327,0.001,0,1,0
0.026316,0.074381,0.086852,0.005,0.0555,0.0773,0.0605,0.0269,0.7748,1,1,0
0.052632,0.094029,0.018382,0.0289,0.0633,0.9078,0,0,0,1,0,1
0,0.003679,0,0,0,0,1,0,0,0,1,0
0.026316,0.025503,0.042734,0.5644,0.104,0.0941,0.0891,0.0941,0.0545,1,1,0
0,0.013563,0,0.3065,0.5484,0.1452,0,0,0,0,0,1
0,0.127913,0,0.0098,0.0098,0.0098,0.0098,0.0098,0.9512,0,1,0
0.052632,0.068802,0.029339,0.0061,0.0051,0.0071,0.0071,0.0041,0.9705,1,0,1
0.026316,0.003427,0.021986,0.8824,0,0,0,0,0.1176,1,0,1
0,0.004401,0,0.1304,0.087,0.087,0.087,0.4348,0.1739,0,1,0
0,0.010461,0,0.0755,0,0.0189,0.1321,0.434,0.3396,0,0,1
0,0.005555,0,0.0333,0.0333,0.0333,0.0333,0.0333,0.8333,0,1,0
0,0.006277,0,0.0303,0.0303,0.7576,0.0606,0.0606,0.0606,0,1,0
0,0.191472,0,0.0976,0.0089,0.0089,0.0089,0.0089,0.867,0,1,0
0,0.001731,0,0.1818,0.0909,0.0909,0.0909,0.0909,0.4545,0,1,0
0,0.018541,0,0.0208,0,0,0,0,0.9792,0,0,1
0.026316,0.070774,0.023588,0.5089,0.0727,0.095,0.3234,0,0,1,1,0
0,0.136715,0,0.0558,0.0248,0.0233,0.0233,0.0233,0.8496,0,1,0
0.131579,0.0281,0.040696,0.1599,0.104,0.0963,0.6398,0,0,1,1,0
0.052632,0.022052,0.019584,0.0273,0.0239,0.0239,0.0239,0.0307,0.8703,1,1,0
0.052632,0.046125,0.111714,0.5732,0.224,0.1199,0.0829,0,0,1,1,0
0,0.002309,0,0.0714,0.0714,0.0714,0.0714,0.0714,0.6429,0,1,0
0.052632,0.016954,0.064138,0.1765,0.0588,0,0,0,0.7647,1,1,0
0,0.001587,0,0.1111,0,0.8889,0,0,0,0,1,0
0.026316,0.091083,0.037056,0.021,0.0198,0.0198,0.0198,0.0187,0.9008,1,1,0
0,0.035279,0,0.2273,0.1534,0.1534,0.1477,0.1591,0.1591,0,1,0
0,0.013708,0,0.9219,0.0156,0.0156,0.0156,0.0156,0.0156,0,1,0
0,0.018974,0,0.1412,0.1176,0.1647,0.4471,0.1294,0,0,1,0
0.026316,0.030589,0.157906,0.0381,0.0311,0.0311,0.045,0.0311,0.8235,1,1,0
0,0.196523,0,0.5183,0.4803,0.0014,0,0,0,0,1,0
0,0.04372,0,0.0784,0.0147,0.0147,0.0098,0.0098,0.8725,0,1,0
0.052632,0.036866,0.149862,0.6726,0.0397,0.0655,0.0833,0.1369,0.002,1,1,0
0,0.003752,0,0.28,0,0,0,0,0.72,0,0,1
0,0.400765,0,0.0572,0.0318,0.0324,0.0318,0.0329,0.8139,0,1,0
0,0.002597,0,0.0667,0.1333,0.0667,0.0667,0.0667,0.6,0,1,0
0,0.07467,0,0.0029,0.0029,0.0029,0.0029,0.0029,0.9857,0,1,0
0,0.025539,0,0.7813,0.0469,0.1406,0.0156,0.0156,0,0,1,0
0.052632,0.109925,0.059224,0.111,0.0295,0.0231,0.8363,0,0,1,1,0
0,0.132097,0,0.0016,0,0.0016,0,0.0506,0.9462,0,1,0
0,0.016954,0,0,0,0,0,0,1,0,0,1
0,0.460212,0,0.5614,0.1427,0.1022,0.111,0.0752,0.0076,0,1,0
0.026316,0.148149,0.009027,0.0059,0,0.0015,0.0037,0.0044,0.9846,1,0,1
0,0.154823,0,0.3198,0.0223,0.0237,0.0223,0.0223,0.5894,0,1,0
0,0.000721,0,0.5,0.1667,0.3333,0,0,0,0,1,0
0.026316,0.061828,0.012085,0.1227,0.029,0.029,0.029,0.0273,0.7632,1,1,0
0.026316,0.02994,0.010119,0.5827,0.0432,0.0468,0.1259,0.1367,0.0647,1,1,0
0,0.202222,0,0.032,0.032,0.0331,0.032,0.032,0.8388,0,1,0
0,0.001587,0,0.2222,0,0.3333,0.3333,0.1111,0,0,1,0
0,0.047832,0,0.6567,0.0597,0.0597,0.0597,0.0498,0.1144,0,1,0
0.052632,0.130654,0.036765,0.2586,0.0253,0.0269,0.028,0.2416,0.4195,1,1,0
0,0.061972,0,0.3085,0.0597,0.3035,0.1144,0.2139,0,0,1,0
0,0.026261,0,0.2481,0.7519,0,0,0,0,0,0,1
0,0.001587,0,0.1,0.1,0.1,0.1,0.6,0,0,1,0
0.026316,0.349794,0.026573,0.0383,0.0047,0.0044,0.9527,0,0,1,1,0
0,0.539932,0,0.0254,0.0133,0.0137,0.0133,0.0121,0.9221,0,1,0
0,0.102013,0,0.0063,0,0,0,0.0084,0.9852,0,0,1
0.052632,0.093187,0.060898,0.6208,0.0146,0.0146,0.0154,0.0146,0.32,1,1,0
0,0.021283,0,0.1087,0.0543,0.0652,0.1196,0.5,0.1522,0,1,0
0.026316,0.019227,0.194089,0.0216,0.0216,0.0216,0.0216,0.027,0.8865,1,1,0
0,0.173581,0,0.0085,0,0,0,0.0146,0.9769,0,0,1
0.026316,0.005988,0.010483,0.1556,0,0.0222,0.6889,0.0444,0.0889,1,0,1
0,0.000938,0,0.75,0,0,0.25,0,0,0,0,1
0,0.003896,0,1,0,0,0,0,0,0,0,1
0.026316,0.27112,0.054674,0.119,0.0401,0.0284,0.8125,0,0,1,1,0
0,0.012337,0,0,1,0,0,0,0,0,1,0
0,0.010389,0,0.0588,0.0588,0.0392,0.0392,0.0392,0.7647,0,1,0
0.026316,0.046786,0.009246,0.8958,0.0875,0.0167,0,0,0,1,1,0
0,0.016016,0,0.1273,0.0364,0.0182,0.0182,0.0182,0.7818,0,1,0
0,0.018758,0,0.4,0.0222,0.0222,0.0222,0.0222,0.5111,0,1,0
0,0.39824,0,0.1836,0.012,0.0126,0.0148,0.018,0.759,0,1,0
0.131579,0.057884,0.033911,0.3288,0.1865,0.305,0.1525,0.0218,0.0054,1,0,1
0,0.003752,0,0.25,0.0833,0.0833,0.0833,0.0833,0.4167,0,1,0
0,0.012265,0,0.0328,0.0328,0.0328,0.0328,0.0328,0.8361,0,1,0
0,0.093139,0,0.2657,0.0117,0.0163,0.0093,0.0163,0.6807,0,1,0
0,0.49578,0,0.3428,0.0153,0.0144,0.0122,0.0135,0.6018,0,1,0
0.052632,0.105812,0.137595,0.4751,0.1625,0.187,0.1755,0,0,1,1,0
0,0.00909,0,0.96,0.04,0,0,0,0,0,1,0
0.052632,0.054373,0.013468,0.0018,0.0641,0.0996,0.2936,0.2438,0.2972,1,0,1
0.026316,0.161893,0.130387,0.0428,0.0381,0.0375,0.0381,0.0388,0.8047,1,1,0
0.052632,0.118005,0.05471,0.2599,0.0103,0.011,0.7188,0,0,1,1,0
0,0.013996,0,0.2222,0.1556,0.3111,0.3111,0,0,0,0,1
0,0.00202,0,0.0909,0.0909,0.0909,0.0909,0.0909,0.5455,0,1,0
0,0.004906,0,0.4167,0.5417,0.0417,0,0,0,0,1,0
0,0.001226,0,0.8571,0,0,0.1429,0,0,0,0,1
0.026316,0.008549,0.011284,0,0,0,0,0,1,1,1,0
0,0.016882,0,0.2875,0.0625,0.0625,0.0625,0.0625,0.4625,0,1,0
0,0.090975,0,0.0141,0.0141,0.0141,0.0141,0.0141,0.9294,0,1,0
0,0.004257,0,0.1739,0.1304,0.1304,0.087,0.1739,0.3043,0,1,0
0,0.017892,0,1,0,0,0,0,0,0,0,1
0,0.027487,0,0.7462,0.0154,0.0154,0.0077,0.0077,0.2077,0,1,0
0.052632,0.016401,0.045828,0.1679,0,0,0,0.3053,0.5267,1,0,1
0,0.065219,0,0.918,0.0066,0.0066,0.0689,0,0,0,1,0
0,0.141043,0,0.5857,0.0905,0.0667,0.2571,0,0,0,1,0
0,0.007647,0,0.2368,0.4474,0.3158,0,0,0,0,1,0
0.026316,0.012301,0.036328,0.0734,0,0.0459,0.0459,0.1651,0.6697,1,0,1
0.052632,0.036313,0.02923,0.1495,0.3196,0.4227,0.1082,0,0,1,0,1
0.105263,0.027617,0.116118,0.0461,0.3349,0.0538,0.02,0.02,0.5253,1,1,0
0,0.00101,0,0.125,0.125,0.125,0.125,0.125,0.375,0,1,0
0,0.018613,0,0.2,0,0,0,0,0.8,0,0,1
0,0.036722,0,0.895,0.0331,0.0552,0.0166,0,0,0,1,0
0.026316,0.100678,0.019365,0.0043,0.0043,0.0043,0.0043,0.0053,0.9776,1,1,0
0,0.173653,0,0.0335,0.0248,0.0124,0.9293,0,0,0,1,0
0.026316,0.105223,0.117356,0.0405,0.0114,0.0135,0.0135,0.0156,0.9055,1,1,0
0.026316,0.045848,0.286182,0.9271,0.0094,0.0071,0.0071,0.0071,0.0424,1,1,0
0.026316,0.027235,0.012813,0.0314,0,0,0.9686,0,0,1,0,1
0,0.06695,0,0.3227,0.0543,0.0511,0.0479,0.0543,0.4696,0,1,0
0.026316,0.09671,0.296666,0,0,0.1448,0.853,0,0.0022,1,0,1
0.052632,0.068345,0.012886,0.117,0.039,0.0379,0.8061,0,0,1,1,0
0,0.500108,0,0.4745,0.0053,0.0051,0.5151,0,0,0,1,0
0.052632,0.102758,0.026645,0.1711,0.0319,0.0311,0.0295,0.0303,0.7061,1,1,0
0,0.015728,0,0.1233,0.0959,0.1096,0.1507,0.2192,0.3014,0,1,0
0,0.224803,0,0.0182,0.0058,0.0058,0.0058,0.0058,0.9587,0,1,0
0.026316,0.106883,0.013905,0.6307,0.2503,0.112,0.0069,0,0,1,1,0
0,0.003391,0,0.0556,0.0556,0.0556,0.8333,0,0,0,1,0
0.026316,0.270399,0.14189,0.7261,0.0461,0.0381,0.1897,0,0,1,1,0
0,0.03095,0,0.5315,0.0559,0.0559,0.1119,0.2448,0,0,1,0
0,0.352572,0,0.5907,0.1028,0.1481,0.1583,0,0,0,1,0
0.078947,0.059195,0.051592,9e-04,0,9e-04,9e-04,0.0028,0.9944,1,0,1
0.026316,0.005952,0.077242,0.0385,0.2115,0.0769,0.4808,0.1538,0.0385,1,1,0
0,0.173292,0,0.8111,0.1556,0.027,0.0048,0.0016,0,0,1,0
0.052632,0.165092,0.011539,0.1031,0.0767,0.0966,0.2108,0.3518,0.1609,1,1,0
0.078947,0.069584,0.053242,0.9598,0.0207,0.0034,0.0161,0,0,1,1,0
0,0.204819,0,0.9406,0.0582,0.0012,0,0,0,0,1,0
0,0.035712,0,0.2924,0.0526,0.0526,0.0526,0.0526,0.4971,0,1,0
0,0.021427,0,0.0104,0.2292,0.1146,0.0625,0.1458,0.4375,0,1,0
0,0.025395,0,0.0973,0.0531,0.0531,0.0531,0.0708,0.6726,0,1,0
0.052632,0.016714,0.129222,0.6875,0,0.125,0.1875,0,0,1,1,0
0,0.065363,0,0,1,0,0,0,0,0,1,0
0,0.012553,0,0.3607,0.0492,0.0492,0.0492,0.0492,0.4426,0,1,0
0,0.223144,0,0.0325,0.0325,0.0325,0.0335,0.0325,0.8364,0,1,0
0.157895,0.012522,0.059976,0.1081,0.0734,0.1004,0.7181,0,0,1,1,0
0,0.289589,0,0.0142,0.0135,0.0105,0.0105,0.0142,0.9372,0,1,0
0,0.148113,0,0.4788,0.0195,0.0203,0.0212,0.022,0.4381,0,1,0
0,0.079071,0,1,0,0,0,0,0,0,1,0
0.105263,0.036664,0.017017,0.6906,0.0513,0.0547,0.0513,0.0496,0.1026,1,1,0
0,0.017603,0,0.5,0.1282,0.0897,0.2821,0,0,0,1,0
0,0.000433,0,0.2,0.2,0.2,0.2,0.2,0,0,1,0
0,0.006277,0,0.0606,0.0606,0.8788,0,0,0,0,0,1
0,0.055624,0,0.4674,0.0307,0.0805,0.0345,0.0345,0.3525,0,1,0
0.078947,0.046028,0.039216,0.4056,0.0455,0.0466,0.0606,0.0653,0.3765,1,1,0
0,0.009595,0,0.5745,0.0851,0.0638,0.0638,0.0638,0.1489,0,1,0
0,0.007142,0,0.6111,0.1944,0.1667,0.0278,0,0,0,1,0
0,0.067383,0,0.1158,0.1649,0.3018,0.2456,0.1088,0.0632,0,0,1
0,0.030589,0,0.5664,0.0559,0.0559,0.0559,0.0559,0.2098,0,1,0
0,0.041267,0,0.453,0.1105,0.2486,0.1878,0,0,0,1,0
0,0.066301,0,0.4708,0.0195,0.0162,0.0162,0.026,0.4513,0,1,0
0.026316,0.037155,0.040696,0,0.1083,0,0.8917,0,0,1,0,1
0.026316,0.071748,0.040623,0.2355,0.0045,0.0045,0.7556,0,0,1,1,0
0.026316,0.074706,0.011211,0.0353,0.0353,0.0324,0.0294,0.0265,0.8412,1,1,0
0,0.05382,0,0.0175,0.9825,0,0,0,0,0,1,0
0,0.054758,0,0.3217,0.0233,0.0233,0.0233,0.0271,0.5814,0,1,0
0.026316,0.006673,0.090856,0.029,0.029,0.029,0.029,0.029,0.8551,1,1,0
0,0.062838,0,0.8084,0.1449,0.0467,0,0,0,0,1,0
0.131579,0.02204,0.032906,0.0777,0.0169,0.0101,0.8953,0,0,1,1,0
0,0.194503,0,0.9152,0.079,0.0058,0,0,0,0,1,0
0.026316,0.085744,0.011867,0.0633,0.9367,0,0,0,0,1,0,1
0.052632,0.067455,0.081101,0.3236,0.0188,0.0251,0.0199,0.0241,0.5885,1,1,0
0,0.058509,0,0.0107,0,0,0,0,0.9893,0,0,1
0,0.083544,0,0.5868,0.1237,0.1447,0.1447,0,0,0,1,0
0,0.004689,0,0.9474,0.0526,0,0,0,0,0,1,0
0,0.012192,0,0.2419,0.0323,0.4677,0.2581,0,0,0,1,0
0,0.120049,0,0.3886,0.0303,0.0303,0.0303,0.0339,0.4866,0,1,0
0.105263,0.04486,0.03034,0.0215,0.0196,0.0176,0.9403,0.001,0,1,1,0
0,0.001731,0,0.3636,0.1818,0.1818,0.2727,0,0,0,1,0
0.026316,0.021102,0.147277,0.3909,0.2893,0.2081,0.1066,0.0051,0,1,1,0
0.184211,0.065697,0.020447,0.5639,0.2359,0.1432,0.057,0,0,1,1,0
0,0.003174,0,0.5,0.125,0.375,0,0,0,0,1,0
0,0.006926,0,0.3143,0.2571,0.1714,0.2571,0,0,0,1,0
0.263158,0.017164,0.031523,0.8639,0.0111,0.0111,0.01,0.01,0.094,1,1,0
0,0.000938,0,0.125,0.125,0.125,0.125,0.125,0.375,0,1,0
0,0.445711,0,0.6414,0.1237,0.1194,0.1065,0.0024,0.0067,0,1,0
0,0.012625,0,0.0462,0.0308,0.0154,0.9077,0,0,0,1,0
0.026316,0.11067,0.171666,0.3905,0.1571,0.1238,0.0964,0.0774,0.1548,1,1,0
0,0.08275,0,0.0599,0.0599,0.0599,0.0599,0.0573,0.7031,0,1,0
0,0.135344,0,0.9563,0.0437,0,0,0,0,0,1,0
0,0.008946,0,0,0,0,0,0,1,0,1,0
0.026316,0.005844,0.239589,0.4677,0.129,0.129,0.1129,0.0645,0.0968,1,1,0
0,0.139672,0,0.0393,0.9532,0.0076,0,0,0,0,0,1
0.026316,0.010786,0.170865,0,0.9375,0,0,0,0.0625,1,0,1
0.052632,0.00594,0.038366,0.0988,0.0247,0.8765,0,0,0,1,0,1
0.026316,0.102554,0.030358,0.5732,0.0157,0.0157,0.0167,0.0157,0.363,1,1,0
0,0.013419,0,0.2615,0.1385,0.1846,0.3385,0.0769,0,0,1,0
0,0.010028,0,0.6,0.04,0.04,0.04,0.04,0.24,0,1,0
0.026316,0.013455,0.050524,0.2231,0.0231,0.0231,0.0231,0.0231,0.6846,1,1,0
0,0.011399,0,0.1282,0,0.2564,0.1538,0.0769,0.3846,0,0,1
0,0.004689,0,1,0,0,0,0,0,0,1,0
0,0.005194,0,0.1111,0,0.0667,0.3111,0.5111,0,0,0,1
0.052632,0.059087,0.109384,0.3575,0.2924,0.1192,0.231,0,0,1,0,1
0.052632,0.020778,0.181858,0.2434,0.0524,0.0524,0.0487,0.1648,0.4382,1,1,0
0.026316,0.052594,0.06159,1,0,0,0,0,0,1,1,0
0,0.004617,0,0.037,0.037,0,0,0.037,0.8889,0,0,1
0,0.030084,0,0.1786,0.3,0.2357,0.1571,0.0643,0.0643,0,1,0
0,0.396364,0,0.2673,0.0114,0.0103,0.0097,0.013,0.6883,0,1,0
0.052632,0.129187,0.067196,1,0,0,0,0,0,1,1,0
0,0.01111,0,0.0545,0.0364,0.8,0.0364,0.0364,0.0364,0,1,0
0.026316,0.041628,0.11903,0.0798,0.0164,0.0305,0.6315,0.2418,0,1,0,1
0.052632,0.097203,0.060716,0.559,0.1221,0.1728,0.1462,0,0,1,1,0
0.026316,0.024313,0.023588,0.5661,0.2804,0.1005,0.0529,0,0,1,1,0
0,0.111752,0,0.3507,0.0328,0.0347,0.0751,0.0925,0.4143,0,1,0
0,0.005411,0,0.1429,0.0714,0.0714,0.0714,0.1071,0.5357,0,1,0
0.026316,0.234002,0.013978,0.1233,0.0921,0.118,0.1276,0.1747,0.3642,1,1,0
0.052632,0.132145,0.023078,6e-04,0.9994,0,0,0,0,1,0,1
0,0.009162,0,0.0278,0.0278,0.6944,0.25,0,0,0,0,1
0,0.002092,0,0.0909,0,0.9091,0,0,0,0,1,0
0,0.030734,0,0.9792,0.0208,0,0,0,0,0,1,0
0,0.027415,0,0.0276,0,0.0414,0.0897,0.1724,0.669,0,0,1
0,0.012337,0,0.0317,0.0476,0.0476,0.0317,0.0317,0.8095,0,1,0
0.026316,0.192519,0.020821,0.0185,0.0185,0.0174,0.018,0.0197,0.9079,1,1,0
0.026316,0.106414,0.014487,0.0285,0.0081,0.063,0.1209,0.2541,0.5254,1,1,0
0.026316,0.012012,0.040478,0.1984,0.5317,0.2698,0,0,0,1,0,1
0.052632,0.018686,0.035309,0.2273,0.2587,0.3566,0.1014,0.0315,0.0245,1,0,1
0,0.001876,0,0.0833,0.0833,0.0833,0.0833,0.0833,0.5833,0,1,0
0.052632,0.130799,0.018346,0.0158,0.0021,0.0084,0.0152,0.0651,0.8934,1,0,1
0.026316,0.002453,0.398296,0.069,0.069,0.069,0.069,0.069,0.6552,1,1,0
0,0.289806,0,0.3374,0.2776,0.1081,0.0934,0.0991,0.0844,0,1,0
0.052632,0.009427,0.08718,0.0674,0.0112,0.0449,0.8764,0,0,1,0,1
0,0.012409,0,0.1636,0.1636,0.1636,0.1818,0.1091,0.2182,0,1,0
0,0.002381,0,0.4375,0.0625,0.125,0.375,0,0,0,1,0
0,0.011327,0,0.1628,0.8372,0,0,0,0,0,0,1
0.026316,0.061648,0.099228,0.0561,0.0421,0.0561,0.0456,0.2053,0.5947,1,1,0
0,0.00974,0,0.2708,0.0833,0.0833,0.1667,0.3958,0,0,1,0
0,0.001371,0,0.875,0.125,0,0,0,0,0,1,0
0.052632,0.05471,0.021877,0.8889,0.0206,0.0206,0.0192,0.0192,0.0316,1,1,0
0.026316,0.04289,0.532324,0.013,0.0026,0.0078,0,0.013,0.9635,1,0,1
0,0.031816,0,0.369,0.1845,0.2798,0.1667,0,0,0,0,1
0.026316,0.164202,0.017254,0.8281,0.0366,0.0353,0.0333,0.0306,0.036,1,1,0
0.105263,0.079994,0.020985,0.9011,0.0757,0.0222,0.001,0,0,1,1,0
0.026316,0.010425,0.083867,0.1885,0.3689,0.123,0.041,0,0.2787,1,0,1
0.026316,0.016052,0.051325,0.0127,0.0127,0.0253,0.019,0.019,0.9114,1,0,1
0,0.028642,0,0.1575,0.1496,0.2047,0.2126,0.2126,0.063,0,0,1
0,0.016449,0,0.2785,0.1519,0.1519,0.1519,0.1899,0.0759,0,1,0
0,0.123223,0,0,0.0587,0.589,0.3523,0,0,0,0,1
0.026316,0.06778,0.147277,0.8182,0.0175,0.0175,0.1467,0,0,1,1,0
0,0.074598,0,0.0058,0,0.0058,0,0.0088,0.9795,0,1,0
0,0.001659,0,0.3333,0.1667,0.1667,0.3333,0,0,0,1,0
0,0.059087,0,0.6655,0.0141,0.0387,0.2817,0,0,0,1,0
0,0.036866,0,0.2658,0.1392,0.2975,0.2848,0.0127,0,0,1,0
0,0.003463,0,0.0714,0,0.0714,0,0.8571,0,0,1,0
0,0.001948,0,0.16,0.08,0.24,0.28,0.08,0.16,0,0,1
0.026316,0.188659,0.049651,0.0587,0.0388,0.0405,0.862,0,0,1,1,0
0,0.341245,0,0.0228,0,0,0.3325,0.099,0.5457,0,0,1
0,0.022365,0,0.7083,0.25,0.0417,0,0,0,0,1,0
0.026316,0.029976,0.012085,0.0105,0.0105,0.0314,0.9477,0,0,1,1,0
0,0.335474,0,0.1762,0.266,0.4011,0.1539,0.0028,0,0,1,0
0,0.003752,0,0,1,0,0,0,0,0,0,1
0.026316,0.075752,0.063046,0.7032,0.1655,0.0468,0.0845,0,0,1,1,0
0.105263,0.032191,0.019256,0,0.3448,0.4483,0.1034,0.1034,0,1,1,0
0,0.005555,0,1,0,0,0,0,0,0,0,1
0,0.081091,0,0.8808,0.1026,0.0166,0,0,0,0,1,0
0,0.000505,0,0,1,0,0,0,0,0,1,0
0.157895,0.07803,0.017266,0.2278,0.018,0.0176,0.0176,0.0189,0.7001,1,1,0
0,0.001876,0,0.4,0.2,0.4,0,0,0,0,1,0
0.026316,0.024277,0.242574,0.1732,0.026,0.1645,0.0346,0.0346,0.5671,1,1,0
0,0.004184,0,0.7059,0.2941,0,0,0,0,0,1,0
0,0.286127,0,0.0263,0.0201,0.0193,0.0186,0.5387,0.3769,0,1,0
0.026316,0.013455,0.080009,0.2348,0.0303,0.0303,0.0303,0.0303,0.6439,1,1,0
0,0.006637,0,0.6667,0.0333,0.0333,0.1667,0.1,0,0,0,1
0.026316,0.02406,0.16737,0.619,0.0346,0.026,0.026,0.0433,0.2511,1,1,0
0.105263,0.061006,0.04541,0.7614,0.0063,0.0056,0.0056,0.0056,0.2153,1,1,0
0,0.006277,0,0.0488,0,0,0.0244,0.1707,0.7561,0,0,1
0.026316,0.123043,0.02599,0.3244,0.0181,0.0181,0.0198,0.0173,0.6022,1,1,0
0.131579,0.045199,0.025684,0.5324,0.0466,0.0374,0.0374,0.0316,0.3145,1,1,0
0,0.001948,0,0.1,0,0.1,0,0.8,0,0,0,1
0,0.068754,0,0.2563,0.1406,0.2844,0.3188,0,0,0,1,0
0.026316,0.009992,0.052563,0.1531,0.1224,0.1122,0.6122,0,0,1,1,0
0,0.036505,0,0.0115,0.0115,0.0115,0.0115,0.0115,0.9425,0,1,0
0,0.10461,0,0.3916,0.2926,0.1032,0.0779,0.0716,0.0632,0,1,0
0,0.004978,0,1,0,0,0,0,0,0,0,1
0,0.145733,0,0.3456,0.0612,0.0535,0.5398,0,0,0,1,0
0,0.001299,0,0.125,0.125,0.125,0.125,0.125,0.375,0,1,0
0,0.088594,0,0.5168,0.0264,0.0433,0.024,0.0361,0.3534,0,1,0
0,0.007214,0,0.8378,0,0,0.1622,0,0,0,0,1
0.052632,0.030517,0.122197,0.7235,0.2311,0.0455,0,0,0,1,1,0
0,0.19609,0,0,0,0.0011,0.9989,0,0,0,0,1
0,0.025828,0,0.0574,0.0492,0.0492,0.0492,0.0574,0.7377,0,1,0
0,0.160162,0,0.0264,0.0264,0.0854,0.8618,0,0,0,0,1
0,0.006854,0,0.4857,0.1143,0.0571,0.1143,0.1143,0.1143,0,1,0
0.026316,0.037155,0.008955,0.1867,0.1733,0.1467,0.4933,0,0,1,1,0
0.026316,0.028245,0.061372,0.1095,0.0182,0.1569,0.7153,0,0,1,1,0
0,0.005555,0,0.0667,0.0333,0.4667,0.0333,0.0333,0.3667,0,1,0
0,0.003752,0,0.1429,0.0476,0.0476,0.0476,0.0476,0.6667,0,1,0
0,0.022798,0,0.6355,0.3084,0.0561,0,0,0,0,1,0
0,0.313614,0,0.6488,0.0209,0.0153,0.0334,0.1627,0.1189,0,1,0
0,0.002309,0,0.0769,0.0769,0.0769,0.0769,0.0769,0.6154,0,1,0
0,0.084193,0,0.0176,0.0176,0.0176,0.0176,0.0276,0.902,0,1,0
0.026316,0.047038,0.394875,0.0046,0,0.0507,0.2051,0.288,0.4516,1,1,0
0,0.005699,0,0.0294,0,0,0.2941,0.4412,0.2353,0,0,1
0.026316,0.101544,0.09304,1,0,0,0,0,0,1,1,0
0.078947,0.082263,0.04123,0.4343,0.1269,0.125,0.1295,0.1167,0.0676,1,1,0
0,0.243272,0,0.5087,0.1936,0.211,0.0868,0,0,0,1,0
0.052632,0.017675,0.070872,0.6653,0.0735,0.0694,0.0735,0.0735,0.0449,1,1,0
0.078947,0.100101,0.022471,0.0037,0,5e-04,0.0047,0.0347,0.9563,1,0,1
0,0.026549,0,0.7755,0.1837,0.0408,0,0,0,0,1,0
0.026316,0.003319,0.043098,0.6667,0.2593,0.037,0.037,0,0,1,1,0
0,0.415987,0,0.5257,0.191,0.1361,0.0792,0.0257,0.0424,0,1,0
0,0.009667,0,0.1087,0.087,0.087,0.087,0.087,0.5435,0,1,0
0.026316,0.01479,0.145676,0.4194,0.2097,0.1129,0.2581,0,0,1,1,0
0,0.352716,0,0.0356,0.0252,0.0246,0.0259,0.022,0.8668,0,1,0
0.026316,0.165536,0.031013,0.9754,0.0235,0.0011,0,0,0,1,1,0
0.026316,0.117199,0.024752,0.0347,0.0173,0.0712,0.0201,0.0237,0.833,1,1,0
0,0.007142,0,0.9444,0.0556,0,0,0,0,0,1,0
0.026316,0.00321,0.009464,0.0851,0.0213,0.3191,0.5745,0,0,1,0,1
0.026316,0.136173,0.016599,0.8416,0.0166,0.0166,0.0174,0.0166,0.0911,1,1,0
0.026316,0.032718,0.199257,0.2825,0.1006,0.1234,0.1558,0.2338,0.1039,1,1,0
0,0.096169,0,0.1054,0.0426,0.0426,0.0426,0.0426,0.7242,0,1,0
0,0.031816,0,0.7047,0.0336,0.0268,0.0268,0.0268,0.1812,0,1,0
0,0.004978,0,0.55,0.45,0,0,0,0,0,1,0
0,0.063343,0,0.125,0.1318,0.1419,0.1554,0.3209,0.125,0,1,0
0,0.405238,0,0.4029,0.1883,0.1612,0.1136,0.1034,0.0306,0,1,0
0.026316,0.024205,0.014779,0.2951,0.1202,0.082,0.0656,0.071,0.3661,1,1,0
0,0.316067,0,0.0444,0.0365,0.0702,0.078,0.136,0.6349,0,0,1
0,0.000866,0,1,0,0,0,0,0,0,1,0
0,0.017026,0,0.0227,0.0227,0.1136,0.1364,0.5909,0.1136,0,0,1
0,0.055552,0,0.1445,0.0114,0.0114,0.0114,0.0114,0.8099,0,1,0
0,0.112113,0,0.1689,0.1864,0.2951,0.301,0.0311,0.0175,0,1,0
0,0.045884,0,0.378,0.0048,0.0287,0.5885,0,0,0,1,0
0.026316,0.063668,0.532251,0.4531,0.0603,0.0804,0.4063,0,0,1,1,0
0,0.046533,0,0.8165,0.1835,0,0,0,0,0,1,0
0,0.131015,0,0.9496,0.0462,0.0042,0,0,0,0,1,0
0.026316,0.135524,0.069671,0.0194,0.0194,0.0226,0.0186,0.0186,0.9015,1,1,0
0.052632,0.040449,0.089437,0.3486,0.0387,0.0352,0.0405,0.0317,0.5053,1,1,0
0,0.108073,0,0.109,0.1026,0.1068,0.1496,0.1132,0.4188,0,1,0
0,0.034269,0,0.9151,0.0849,0,0,0,0,0,1,0
0,0.056057,0,0.0534,0.0534,0.0534,0.0534,0.1031,0.6832,0,1,0
0,0.001371,0,1,0,0,0,0,0,0,0,1
0,0.011543,0,0.0909,0.0545,0.0545,0.0545,0.0545,0.6909,0,1,0
0.026316,0.212286,0.032542,0.6531,0.0121,0.0126,0.0126,0.0121,0.2976,1,1,0
